source_center,destination_center,n,med_dist,segment,cur,exp_t_ftl,exp_t_cart,ftl_gain_pct,src_btw,rec,rec_type,flip
IND000000ACT,IND131028AAB,7,35.371924276412834,CONTESTABLE,Carting,102.56756756756756,89.86607142857144,-14.13380593708461,0.0,Carting (hold),Carting,False
IND000000ACT,IND160002AAC,7,210.06052504607013,CONTESTABLE,FTL,386.5,416.66938775510204,7.24060577563575,0.0,Carting (hold),Carting,True
IND000000ADM,IND683511AAA,1,19.696918033518106,LAST-MILE,Carting,51.315789473684205,59.99999999999999,14.473684210526313,0.0,Carting (structural),Carting,False
IND000000ADV,IND600044AAC,7,33.98476199851654,CONTESTABLE,Carting,69.0,75.94736842105264,9.147609147609163,0.0,Carting (hold),Carting,False
IND000000AEL,IND000000ACB,2,50.04625149803328,CONTESTABLE,Carting,106.2972972972973,104.33898305084746,-1.876876876876882,0.0,Carting (hold),Carting,False
IND000000AFG,IND673632AAA,3,36.877304154591634,CONTESTABLE,FTL,89.51351351351352,94.5,5.2767052767052744,0.0,Carting (hold),Carting,True
IND000000AFJ,IND695121AAA,7,16.30222819274282,LAST-MILE,Carting,49.34210526315789,26.851851851851855,-83.75680580762247,7.926027966197076e-07,Carting (structural),Carting,False
IND000000AFR,IND683511AAA,2,24.171007850450554,LAST-MILE,Carting,62.171052631578945,68.4140625,9.125331313896254,0.0,Carting (structural),Carting,False
IND000000AFT,IND400072AAB,4,13.219319383369914,LAST-MILE,Carting,37.5,36.55,-2.5991792065663555,0.004065656045260791,Carting (structural),Carting,False
IND000000AFT,IND400706AAA,1,9.488173412678776,LAST-MILE,Carting,19.736842105263158,23.076923076923073,14.473684210526303,0.004065656045260791,Carting (structural),Carting,False
IND000000AFT,IND410206AAA,1,18.271072483548902,LAST-MILE,Carting,39.473684210526315,46.153846153846146,14.473684210526303,0.004065656045260791,Carting (structural),Carting,False
IND000000AFT,IND410209AAA,18,11.422878262839145,LAST-MILE,Carting,27.63157894736842,31.616666666666667,12.604389201786756,0.004065656045260791,Carting (structural),Carting,False
IND000000AFT,IND410210AAA,4,11.09826568297446,LAST-MILE,Carting,31.57894736842105,57.6,45.17543859649123,0.004065656045260791,Carting (structural),Carting,False
IND000000AFT,IND421302AAG,6,16.13071457352109,LAST-MILE,Carting,41.44736842105263,47.0,11.814109742441213,0.004065656045260791,Carting (structural),Carting,False
IND110014AAA,IND110024AAA,2,9.922232329113166,LAST-MILE,Carting,19.736842105263158,34.285714285714285,42.43421052631579,0.0,Carting (structural),Carting,False
IND110035AAC,IND110037AAM,1,14.869719528010274,LAST-MILE,Carting,37.5,43.84615384615384,14.473684210526303,0.0,Carting (structural),Carting,False
IND110037AAK,IND000000ACB,9,32.199871945096504,CONTESTABLE,Carting,67.13513513513513,77.6842105263158,13.57943309162821,0.0,Carting (hold),Carting,False
IND110037AAM,IND110020AAB,3,18.189220795521887,LAST-MILE,Carting,45.39473684210526,89.25703703703704,49.14155975929517,0.03637888315925134,Carting (structural),Carting,False
IND110037AAM,IND110024AAA,3,17.931070272907036,LAST-MILE,Carting,45.39473684210526,62.56,27.438080495356044,0.03637888315925134,Carting (structural),Carting,False
IND110037AAM,IND110035AAC,11,14.177094597224835,LAST-MILE,Carting,37.5,42.523809523809526,11.814109742441213,0.03637888315925134,Carting (structural),Carting,False
IND110037AAM,IND110064AAA,1,9.40432290127162,LAST-MILE,Carting,39.473684210526315,46.153846153846146,14.473684210526303,0.03637888315925134,Carting (structural),Carting,False
